날짜,리뷰,별점,month,리뷰1,리뷰2
2023년 10월 11일,왤케 기능을 쪼개서 각 어플로 만들고 어플 안깔면 못하도록 막아요...? 현대인이 누가 이것저것 다깔아서해요 통합 좋아하지.... 시대 역행함???,1,2023년,왤케 기능을 쪼개서 각 어플로 만들고 어플 안깔면 못하도록 막아요 현대인이 누가 이것저것 다깔아서해요 통합 좋아하지 시대 역행함,"['왤케', '어플', '어플', '도록', '현대인', '누가', '서해', '통합', '아하', '시대', '역행']"
2023년 10월 24일,인터페이스가 드럽게 불편합니다 필요한 기능들을 한눈에 파악하기 힘들어요,1,2023년,인터페이스가 드럽게 불편합니다 필요한 기능들을 한눈에 파악하기 힘들어요,"['인터페이스', '불편', '필요', '한눈', '파악']"
2023년 10월 10일,그냥 삼성페이랑 같은 시스템이 아닌지 3번 중 1번은 안읽힘. 그냥 삼성페이 쓰면 바로 결제되는데. 무슨 이유인지는 모르겠지만 쓸때마다 될지안될지 간봐야함,1,2023년,그냥 삼성페이랑 같은 시스템이 아닌지 번 중 번은 안읽힘 그냥 삼성페이 쓰면 바로 결제되는데 무슨 이유인지는 모르겠지만 쓸때마다 될지안될지 간봐야함,"['시스템', '닌지', '번은', '바로', '결제', '인지', '마다', '지안']"
2023년 6월 22일,"정말.. 한국 네임드 기업의 어플이라는 사실이 믿기지 않을정도로, 네이버페이는 UI/UX인터페이스가 개판임;;;;;;; 메뉴가 많아도 분명히 사람들이 자주사용하는 항목들이 있을텐데, 찾는데 엄청 스트레스 받음.. 제발 내 포인트체크/충전, 현장결제, 쇼핑찜한상품, 장바구니같은 메뉴들은 찾기쉽게 ui좀 구성해달라고요!!!!! 그리고 잘 쓰지도 않는 금융상품관련 메뉴는 차라리 하단으로 내려서 내가 필요한것만 커스터마이징 할 수 있게 해주세요",1,2023년,정말 한국 네임드 기업의 어플이라는 사실이 믿기지 않을정도로 네이버페이는 UI UX인터페이스가 개판임 메뉴가 많아도 분명히 사람들이 자주사용하는 항목들이 있을텐데 찾는데 엄청 스트레스 받음 제발 내 포인트체크 충전 현장결제 쇼핑찜한상품 장바구니같은 메뉴들은 찾기쉽게 UI좀 구성해달라고요 그리고 잘 쓰지도 않는 금융상품관련 메뉴는 차라리 하단으로 내려서 내가 필요한것만 커스터마이징 할 수 있게 해주세요,"['한국', '네임드', '기업', '어플', '사실', '기지', '정도', '인터페이스', '개판', '메뉴', '분명', '사람', '자주', '항목', '스트레스', '제발', '포인트', '체크', '충전', '현장결제', '쇼핑', '상품', '장바구니', '메뉴', '찾기', '구성', '해달', '금융', '상품', '관련', '메뉴', '차라리', '하단', '필요', '커스터', '마이']"
2023년 8월 6일,페이 실행 후 결제를 하지 않고 덮개를 덮었다가 다시 화면을 열면 아무런 동작을 하지 않네요 생체인식을 강제로 시켜줘야 홈버튼이 먹혀서 기본화면으로 돌아가는 버그가 있네요,3,2023년,페이 실행 후 결제를 하지 않고 덮개를 덮었다가 다시 화면을 열면 아무런 동작을 하지 않네요 생체인식을 강제로 시켜줘야 홈버튼이 먹혀서 기본화면으로 돌아가는 버그가 있네요,"['실행', '결제', '덮개', '화면', '동작', '생체인식', '강제', '버튼', '기본', '화면', '아가', '버그']"
2023년 10월 26일,페이삼성페이랑 연동되서 좋은데 가끔 갑자기 사용만료됫다고 뜨면서 안되고 다시 삭제하고 다시등록해야되요ㅡㅡ불편해요 오류수정빨리 고쳐주세요,1,2023년,페이삼성페이랑 연동되서 좋은데 가끔 갑자기 사용만료됫다고 뜨면서 안되고 다시 삭제하고 다시등록해야되요 불편해요 오류수정빨리 고쳐주세요,"['연동', '가끔', '만료', '됫다', '등록', '불편', '오류', '수정']"
2023년 10월 15일,업데이트이후 페이를 쓰기 힘듬 2분간 진동울리며는 화면이 멈춰있음 해결안되면 네이버 해지해야겠음 페이쓰려면 인내가 필요하고 뒤에서 사람 기대려서 눈치보이고 짜증남,1,2023년,업데이트이후 페이를 쓰기 힘듬 분간 진동울리며는 화면이 멈춰있음 해결안되면 네이버 해지해야겠음 페이쓰려면 인내가 필요하고 뒤에서 사람 기대려서 눈치보이고 짜증남,"['업데이트', '이후', '쓰기', '분간', '진동', '화면', '해결', '해지', '려면', '인내', '필요', '사람', '기대', '눈치', '보이', '짜증']"
2023년 10월 3일,업데이트 이후로 오류가너무많아졌어요 선택하지 않은카드가 결제된걸로 해서 자꾸 잔액부족뜨고 좀 다시 손 많이봐야할듯요,1,2023년,업데이트 이후로 오류가너무많아졌어요 선택하지 않은카드가 결제된걸로 해서 자꾸 잔액부족뜨고 좀 다시 손 많이봐야할듯요,"['업데이트', '이후', '오류', '선택', '카드', '결제', '부족']"
2023년 9월 29일,최근 몇 일전부테 데이타 업데이트가 엉망이네요. 매우매우 불편합니다,1,2023년,최근 몇 일전부테 데이타 업데이트가 엉망이네요 매우매우 불편합니다,"['최근', '일전', '데이타', '업데이트', '엉망', '매우', '매우', '불편']"
2023년 9월 6일,이번 업데이트후에 플립5 커버화면엔 결제가능 시간이 안보입니다. 또 아이콘이 타 아이콘에 비해 엄청 작네요..헐,3,2023년,이번 업데이트후에 플립 커버화면엔 결제가능 시간이 안보입니다 또 아이콘이 타 아이콘에 비해 엄청 작네요 헐,"['이번', '업데이트', '플립', '커버', '화면', '결제', '시간', '안보', '아이콘', '아이콘']"
2023년 9월 9일,잘쓰고 있었는데 오늘 오류 발생하네요. 아예 로그인이 안 되고 있습니다. 모바일 티머니앱과 충돌하는 것 같기도 하고...? 지문 로그인 중인데 자꾸 반복해서 새로고침되어서 로그인 자체가 안 되네요..,3,2023년,잘쓰고 있었는데 오늘 오류 발생하네요 아예 로그인이 안 되고 있습니다 모바일 티머니앱과 충돌하는 것 같기도 하고 지문 로그인 중인데 자꾸 반복해서 새로고침되어서 로그인 자체가 안 되네요,"['오늘', '오류', '발생', '로그인', '모바일', '티머니', '충돌', '기도', '지문', '로그인', '중인', '반복', '새로고침', '로그인']"
2023년 9월 21일,핸드폰으로는 잘 쓰고 있으나...갤럭시 워치6에서는 앱이 업데이트 된 후 호환되지 않는 것 같네요,2,2023년,핸드폰으로는 잘 쓰고 있으나 갤럭시 워치 에서는 앱이 업데이트 된 후 호환되지 않는 것 같네요,"['핸드폰', '갤럭시', '업데이트', '호환']"
2023년 9월 4일,삼성페이 현장결제 하려고 할때마다 3초정도 있다가 자꾸 자동 다운돼요. 몇달째 개선이 안됨. 미치겠어요. 이게 우리나라 최고 대기업이 만든 앱인가..,1,2023년,삼성페이 현장결제 하려고 할때마다 초정도 있다가 자꾸 자동 다운돼요 몇달째 개선이 안됨 미치겠어요 이게 우리나라 최고 대기업이 만든 앱인가,"['현장결제', '마다', '정도', '자동', '다운', '개선', '우리나라', '최고', '대기업']"
2023년 9월 24일,PC에서 네이버머니 충전은 잘 되면서 왜 인출은 보안 핑계대면서 어플을 깔게하는지 잘 이해가 안되네요. 어플 깔게하고 싶은 티가 너무 납니다.,1,2023년,PC에서 네이버머니 충전은 잘 되면서 왜 인출은 보안 핑계대면서 어플을 깔게하는지 잘 이해가 안되네요 어플 깔게하고 싶은 티가 너무 납니다,"['충전', '보안', '핑계', '대면', '어플', '어플']"
2023년 9월 20일,워치4에서 워치6으로 바꿨는데 워치에서 네이버페이앱이 검색이 안되는데요 이건어떻게해야되는건가요 지웠다 다시깔았다 해도 안됩니다,1,2023년,워치 에서 워치 으로 바꿨는데 워치에서 네이버페이앱이 검색이 안되는데요 이건어떻게해야되는건가요 지웠다 다시깔았다 해도 안됩니다,"['검색', '이건']"
2023년 8월 27일,인증도 인증번호가 안된대서 3번이나 했는데 안돼고 겨우 했더니 유효기간 다시 입력하세요~ ㅋㅋㅋㅋㅋ 진짜 불편하게 만들었네요 진짜 안쓸렵니다,1,2023년,인증도 인증번호가 안된대서 번이나 했는데 안돼고 겨우 했더니 유효기간 다시 입력하세요 진짜 불편하게 만들었네요 진짜 안쓸렵니다,"['인증', '인증번호', '대서', '이나', '겨우', '유효', '기간', '입력', '불편', '안쓸렵니']"
2023년 8월 15일,인식율이 왜이래요 네이버페이로 삼성페이쓰는데 자꾸 카드를 한장만 인식하라고 하질않나 자꾸 안돼서 몇번이나 하게만드네요... 진짜 삼성페이는 갖다대면 바로 인식인데... 인식율이 너무 구려서 뒤에 계산 기다리는 사람한테 미안해서 못 쓸지경임,1,2023년,인식율이 왜이래요 네이버페이로 삼성페이쓰는데 자꾸 카드를 한장만 인식하라고 하질않나 자꾸 안돼서 몇번이나 하게만드네요 진짜 삼성페이는 갖다대면 바로 인식인데 인식율이 너무 구려서 뒤에 계산 기다리는 사람한테 미안해서 못 쓸지경임,"['인식', '카드', '한장', '인식', '이나', '다대', '바로', '인식', '인식', '구려', '계산', '다리', '사람', '미안', '지경']"
2023년 9월 13일,앱 아이콘이 너무 촌스럽고 구려서 배경화면에 놓고 쓰기가 싫어짐. 요즘 대체 누가 저렇게 디자인을 하지? 그림판으로 5분만에 날림으로 만든수준,2,2023년,앱 아이콘이 너무 촌스럽고 구려서 배경화면에 놓고 쓰기가 싫어짐 요즘 대체 누가 저렇게 디자인을 하지 그림판으로 분만에 날림으로 만든수준,"['아이콘', '구려', '배경화면', '쓰기', '요즘', '대체', '누가', '디자인', '그림판', '분만', '날림', '수준']"
2023년 8월 13일,페이 사용하려는데 이상거래가 감지됐다고 팝업창이 뜨는데 왜안되는건지 모르겠습니다 처음 한번만 사용해보고 계속 안되네요ㅜㅜ,1,2023년,페이 사용하려는데 이상거래가 감지됐다고 팝업창이 뜨는데 왜안되는건지 모르겠습니다 처음 한번만 사용해보고 계속 안되네요,"['상거래', '감지', '팝업창', '처음', '용해', '보고']"
2023년 9월 11일,문제많다 문제많아ㅡㅡ 삼성페이연동해서 결제되는곳이 있구 없는것이 있는데 포인트때매 여러번 시도하지만 뒷사람한테 개 미안하게만드네..네이버 앱개발 진짜 문제많아,1,2023년,문제많다 문제많아 삼성페이연동해서 결제되는곳이 있구 없는것이 있는데 포인트때매 여러번 시도하지만 뒷사람한테 개 미안하게만드네 네이버 앱개발 진짜 문제많아,"['문제', '문제', '연동', '결제', '포인트', '때매', '여러', '도하', '사람', '미안', '개발', '문제']"
2023년 9월 15일,플립5 커버화면에서 결제가 안됩니다. 빨리 고쳐주세요. 편리하던것이 더 불편해졌습니다.,3,2023년,플립 커버화면에서 결제가 안됩니다 빨리 고쳐주세요 편리하던것이 더 불편해졌습니다,"['플립', '커버', '화면', '결제', '편리', '불편']"
2023년 9월 11일,"몇일전부터 현장 qr코드가 인식이 안돼요.cu,파리바게트등...머가 문제인가여 사용을 못하구있어여!!!!!!!!!!",1,2023년,몇일전부터 현장 QR코드가 인식이 안돼요 CU 파리바게트등 머가 문제인가여 사용을 못하구있어여,"['일전', '부터', '현장', '코드', '인식', '파리바게트', '문제']"
