,filename,neck_twist,neck_bending,trunk_twist,trunk_bending,legs_supported,upperarm_abduction,upperarm_raised,upperarm_across,upperarm_supported,lowerarm_outbody,wrist_bending,wrist_twisted,wrist_twisted_end
79,F05_P001_A2_W001_D2022-09-23-10-04-45_0313.PNG,1,1,1,0,0,0,0,0,0,1,0,1,0
80,F01_P001_A2_W001_D2022-08-23-10-23-00_0523.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
81,F01_P001_A1_W001_D2022-08-23-10-12-00_0054.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
82,F02_P001_A2_W001_D2022-08-24-11-14-47_0567.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
83,F01_P001_A1_W001_D2022-08-23-10-22-00_0210.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
84,F03_P001_A2_W001_D2022-08-25-10-32-20_0887.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
85,F03_P001_A2_W001_D2022-08-25-10-42-30_0106.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
86,F04_P001_A1_W001_D2022-09-16-09-53-48_0293.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
87,F01_P001_A1_W001_D2022-08-23-10-12-00_0259.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
88,F03_P001_A1_W001_D2022-09-30-13-09-04_0867.PNG,0,0,0,0,0,0,0,0,0,0,0,0,0
89,F01_P001_A1_W001_D2022-08-23-10-22-00_0599.PNG,1,0,0,1,1,0,0,0,0,1,0,0,0
90,F04_P002_A1_W002_D2022-09-16-10-56-38_0085.PNG,1,1,1,0,0,0,0,0,0,1,0,1,0
91,F02_P001_A1_W001_D2022-08-24-11-15-55_1340.PNG,1,0,0,0,0,0,0,0,0,0,0,1,0
92,F04_P002_A1_W002_D2022-09-16-10-56-38_0041.PNG,1,0,0,0,0,0,0,0,0,0,0,1,0
93,F04_P001_A1_W001_D2022-09-16-09-53-48_1031.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
94,F04_P002_A1_W002_D2022-09-16-10-56-38_1073.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
95,F05_P001_A3_W001_D2022-09-23-10-07-45_0230.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
96,F01_P001_A1_W001_D2022-08-23-10-22-00_0540.PNG,0,1,0,1,0,0,0,0,0,1,0,0,0
97,F05_P001_A1_W001_D2022-09-23-10-31-57_0503.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
98,F01_P003_A1_W001_D2022-08-23-10-39-00_0020.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
99,F01_P001_A3_W001_D2022-08-23-10-14-00_0198.PNG,0,0,0,1,0,0,0,0,0,1,0,0,0
100,F02_P001_A2_W001_D2022-08-24-11-14-47_0783.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
101,F05_P001_A3_W001_D2022-09-23-10-07-45_0360.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
102,F05_P001_A3_W001_D2022-09-23-10-07-45_0981.PNG,1,0,1,1,0,0,0,0,0,1,0,0,0
103,F03_P001_A2_W001_D2022-08-25-10-32-20_0475.PNG,1,0,0,0,0,0,0,0,0,1,1,0,0
104,F02_P001_A2_W001_D2022-08-24-11-14-47_0153.PNG,1,1,1,0,0,0,0,0,0,1,0,1,0
105,F03_P002_A1_W002_D2022-08-25-11-08-08_0463.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
106,F01_P001_A2_W001_D2022-08-23-10-12-00_0218.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
107,F05_P001_A3_W001_D2022-09-23-10-07-45_0208.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
108,F02_P001_A1_W001_D2022-08-24-11-15-55_1377.PNG,1,0,0,0,0,0,0,0,0,0,0,1,0
109,F02_P001_A3_W001_D2022-08-24-11-14-35_1334.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
110,F01_P001_A2_W001_D2022-08-23-10-23-00_0278.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
111,F05_P001_A3_W001_D2022-09-23-10-07-45_0107.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
112,F03_P001_A1_W001_D2022-08-25-10-32-05_0136.PNG,0,0,0,0,0,0,0,0,0,0,0,0,0
113,F03_P002_A1_W002_D2022-08-25-11-08-08_0918.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
114,F04_P001_A2_W001_D2022-09-16-10-13-12_2611.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
115,F02_P001_A3_W001_D2022-08-24-11-14-35_1466.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
116,F01_P001_A2_W001_D2022-08-23-10-23-00_0021.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
117,F02_P001_A1_W001_D2022-08-24-11-15-55_0798.PNG,0,0,0,0,0,0,0,0,0,0,0,1,0
118,F01_P001_A3_W001_D2022-08-23-10-22-00_0488.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
119,F02_P001_A3_W001_D2022-08-24-11-14-35_1208.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
120,F03_P001_A2_W001_D2022-08-25-10-32-20_0886.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
121,F02_P001_A2_W001_D2022-08-24-11-14-47_0686.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
122,F02_P001_A2_W001_D2022-08-24-11-14-47_0873.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
123,F02_P001_A2_W001_D2022-08-24-11-14-47_1011.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
124,F03_P001_A2_W001_D2022-08-25-10-32-20_0836.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
125,F05_P001_A3_W001_D2022-09-23-10-07-45_0816.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
126,F04_P001_A1_W001_D2022-09-16-09-53-48_0060.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
127,F05_P001_A3_W001_D2022-09-23-10-23-27_0429.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
128,F02_P001_A3_W001_D2022-08-24-11-14-35_1302.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
129,F03_P001_A1_W001_D2022-08-25-10-32-05_0150.PNG,0,0,0,0,0,0,0,0,0,0,0,1,0
130,F01_P002_A2_W001_D2022-08-23-10-29-00_0116.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
131,F04_P001_A2_W001_D2022-09-16-10-13-12_1839.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
132,F05_P001_A1_W001_D2022-09-23-10-31-57_0703.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
133,F01_P001_A2_W001_D2022-08-23-10-23-00_0806.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
134,F03_P001_A2_W001_D2022-08-25-10-32-20_0548.PNG,0,0,0,0,0,0,0,0,0,0,0,0,0
135,F05_P001_A2_W001_D2022-09-23-10-04-45_0053.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
136,F04_P001_A1_W001_D2022-09-16-09-53-48_0349.PNG,1,0,0,1,0,0,0,0,0,1,0,1,0
137,F02_P001_A2_W001_D2022-08-24-11-14-47_1384.PNG,1,1,0,0,0,0,0,0,0,0,0,1,0
138,F01_P001_A2_W001_D2022-08-23-10-12-00_0173.PNG,1,0,0,0,1,0,0,0,0,1,0,0,0
139,F03_P001_A2_W001_D2022-08-25-10-32-20_0082.PNG,0,0,0,0,0,0,0,0,0,0,0,0,0
140,F05_P001_A1_W001_D2022-09-23-10-31-57_0751.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
141,F02_P002_A2_W002_D2022-08-24-11-30-31_0003.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
142,F03_P001_A1_W001_D2022-08-25-10-32-05_0775.PNG,0,0,0,0,0,0,0,0,0,0,1,0,0
143,F01_P001_A2_W001_D2022-08-23-10-23-00_0276.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
144,F05_P001_A3_W001_D2022-09-23-10-07-45_0178.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
145,F04_P001_A1_W001_D2022-09-16-10-15-12_0238.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
146,F05_P001_A2_W001_D2022-09-23-10-04-45_0350.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
147,F05_P001_A1_W001_D2022-09-23-10-31-57_0614.PNG,0,0,0,0,0,0,0,0,0,1,0,1,0
148,F03_P001_A1_W001_D2022-09-30-13-09-04_0977.PNG,0,0,0,0,0,0,0,0,0,0,1,1,0
149,F05_P001_A1_W001_D2022-09-23-10-09-01_0341.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
150,F01_P001_A1_W001_D2022-08-23-10-22-00_0446.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
151,F02_P001_A2_W001_D2022-08-24-11-14-47_1539.PNG,1,0,0,0,0,0,0,0,0,0,0,1,0
152,F03_P001_A2_W001_D2022-08-25-10-42-30_0110.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
153,F04_P002_A1_W002_D2022-09-16-10-56-38_0593.PNG,1,0,0,1,0,0,0,0,0,1,0,1,0
154,F05_P001_A2_W001_D2022-09-23-10-04-45_0295.PNG,1,0,0,1,0,0,0,0,0,1,0,1,0
155,F02_P001_A3_W001_D2022-08-24-11-14-35_0470.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
156,F05_P001_A3_W001_D2022-09-23-10-07-45_0205.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
157,F03_P001_A2_W001_D2022-08-25-10-32-20_0902.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
158,F01_P001_A2_W001_D2022-08-23-10-23-00_0453.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
159,F01_P001_A1_W001_D2022-08-23-10-12-00_0174.PNG,1,0,0,1,1,0,0,0,0,1,0,0,0
160,F05_P001_A1_W001_D2022-09-23-10-31-57_0362.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
161,F05_P001_A1_W001_D2022-09-23-10-31-57_0777.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
162,F03_P001_A1_W001_D2022-08-25-10-32-05_0247.PNG,0,0,0,0,0,0,0,0,0,0,1,0,0
163,F02_P001_A2_W001_D2022-08-24-11-14-47_0501.PNG,1,1,1,0,0,0,0,0,0,1,0,1,0
164,F02_P001_A3_W001_D2022-08-24-11-14-35_1151.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
165,F05_P001_A1_W001_D2022-09-23-10-09-01_0645.PNG,1,1,0,1,0,0,0,0,0,1,0,1,0
166,F01_P001_A2_W001_D2022-08-23-10-12-00_0051.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
167,F03_P001_A1_W001_D2022-09-30-13-09-04_0940.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
168,F04_P001_A2_W001_D2022-09-16-10-13-12_2331.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
169,F04_P002_A1_W002_D2022-09-16-10-56-38_0094.PNG,1,0,1,0,0,0,0,0,0,1,0,1,0
170,F01_P001_A2_W001_D2022-08-23-10-12-00_0024.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
171,F04_P001_A2_W001_D2022-09-16-10-13-12_1631.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
172,F04_P001_A2_W001_D2022-09-16-10-13-12_3100.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
173,F01_P001_A1_W001_D2022-08-23-10-22-00_0139.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
174,F05_P001_A3_W001_D2022-09-23-10-23-27_0552.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
175,F01_P001_A2_W001_D2022-08-23-10-23-00_0313.PNG,0,0,0,0,1,0,0,0,0,1,0,0,0
176,F04_P001_A1_W001_D2022-09-16-10-15-12_0412.PNG,1,1,0,1,0,0,0,0,0,1,0,1,0
177,F01_P001_A2_W001_D2022-08-23-10-23-00_0559.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
178,F05_P001_A1_W001_D2022-09-23-10-09-01_0869.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
179,F02_P001_A3_W001_D2022-08-24-11-14-35_1369.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
180,F05_P001_A3_W001_D2022-09-23-10-07-45_0422.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
181,F05_P001_A1_W001_D2022-09-23-10-31-57_0479.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
182,F01_P002_A2_W001_D2022-08-23-10-29-00_0039.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
183,F01_P001_A2_W001_D2022-08-23-10-12-00_0195.PNG,0,0,0,1,0,0,0,0,0,1,0,0,0
184,F05_P001_A1_W001_D2022-09-23-10-09-01_0771.PNG,1,1,1,1,0,0,0,0,0,1,0,0,0
185,F01_P001_A2_W001_D2022-08-23-10-23-00_0300.PNG,0,0,0,1,0,0,0,0,0,1,0,0,0
186,F03_P001_A2_W001_D2022-08-25-10-42-30_0053.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
187,F02_P001_A2_W001_D2022-08-24-11-14-47_1498.PNG,1,0,0,0,0,0,0,0,0,0,0,1,0
188,F01_P001_A3_W001_D2022-08-23-10-22-00_0323.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
189,F05_P001_A2_W001_D2022-09-23-10-04-45_0201.PNG,1,0,1,0,0,0,0,0,0,1,0,1,0
190,F02_P001_A2_W001_D2022-08-24-11-14-47_0025.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
191,F02_P002_A2_W002_D2022-08-24-11-30-31_0106.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
192,F02_P001_A3_W001_D2022-08-24-11-14-35_1359.PNG,1,1,0,0,0,0,0,0,0,1,0,1,0
193,F04_P002_A1_W002_D2022-09-16-10-56-38_1032.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
194,F04_P001_A2_W001_D2022-09-16-10-13-12_2034.PNG,1,0,1,1,0,0,0,0,0,1,0,1,0
195,F01_P001_A2_W001_D2022-08-23-10-12-00_0067.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
196,F05_P001_A1_W001_D2022-09-23-10-31-57_0705.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
197,F04_P001_A2_W001_D2022-09-16-10-13-12_0996.PNG,1,0,1,0,0,0,0,0,0,1,0,1,0
198,F04_P002_A1_W002_D2022-09-16-10-56-38_0643.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
199,F05_P001_A3_W001_D2022-09-23-10-07-45_1014.PNG,1,0,1,1,0,1,0,0,0,1,0,1,0
200,F03_P001_A1_W001_D2022-08-25-10-32-05_0532.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
201,F05_P001_A1_W001_D2022-09-23-10-31-57_0796.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
202,F03_P001_A2_W001_D2022-08-25-10-42-30_0161.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
203,F05_P001_A1_W001_D2022-09-23-10-31-57_0107.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
204,F05_P001_A1_W001_D2022-09-23-10-31-57_0294.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
205,F05_P001_A1_W001_D2022-09-23-10-31-57_0566.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
206,F01_P001_A3_W001_D2022-08-23-10-14-00_0075.PNG,0,0,1,1,0,0,0,0,0,1,0,0,0
207,F05_P001_A1_W001_D2022-09-23-10-31-57_0712.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
208,F05_P001_A3_W001_D2022-09-23-10-23-27_0073.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
209,F05_P001_A2_W001_D2022-09-23-10-04-45_0317.PNG,0,1,0,0,0,0,0,0,0,1,0,1,0
210,F04_P001_A2_W001_D2022-09-16-10-13-12_0906.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
211,F05_P001_A1_W001_D2022-09-23-10-31-57_0676.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
212,F04_P001_A2_W001_D2022-09-16-10-13-12_1520.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
213,F05_P001_A1_W001_D2022-09-23-10-09-01_0758.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
214,F04_P001_A1_W001_D2022-09-16-10-15-12_0005.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
215,F01_P001_A1_W001_D2022-08-23-10-12-00_0219.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
216,F05_P001_A1_W001_D2022-09-23-10-31-57_0819.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
217,F02_P001_A2_W001_D2022-08-24-11-14-47_0051.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
218,F04_P002_A1_W002_D2022-09-16-10-56-38_0828.PNG,1,0,0,1,0,0,0,0,0,1,0,1,0
219,F04_P001_A1_W001_D2022-09-16-10-15-12_0320.PNG,1,0,0,0,0,0,0,0,0,1,0,0,0
220,F05_P001_A1_W001_D2022-09-23-10-31-57_0743.PNG,1,0,0,0,0,0,0,0,0,1,0,1,0
221,F03_P001_A2_W001_D2022-08-25-10-32-20_1125.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
222,F02_P002_A2_W002_D2022-08-24-11-30-31_0164.PNG,0,0,0,0,0,0,0,0,0,1,0,1,0
223,F05_P001_A1_W001_D2022-09-23-10-07-01_0224.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
224,F01_P001_A1_W001_D2022-08-23-10-22-00_0054.PNG,0,0,0,0,0,0,0,0,0,1,0,0,0
225,F03_P001_A1_W001_D2022-09-30-13-09-04_1005.PNG,0,0,0,0,0,0,0,0,0,0,0,0,0
