날짜,리뷰,별점,month,리뷰1,리뷰2
2021년 10월 31일,아무 생각없이 만보기 실행했다 기절초풍 하는 줄... Data 빨아 처드시는 쓰레기어플 필요햔 곳에 쓰지도 못하고 Data 충전하느라 돈만 날리게 하는 최악의 만보기!!! Data제한 있는분들은 절대사용금지!!! 토스는 전반적으로 쓸데없는 Data를 과도하게 사용하는 어플임 설치삭제하고 기존 사용했던 은행어플로 다시 복귀합니다,1,2021년,아무 생각없이 만보기 실행했다 기절초풍 하는 줄 DATA 빨아 처드시는 쓰레기어플 필요햔 곳에 쓰지도 못하고 DATA 충전하느라 돈만 날리게 하는 최악의 만보기 DATA제한 있는분들은 절대사용금지 토스는 전반적으로 쓸데없는 DATA를 과도하게 사용하는 어플임 설치삭제하고 기존 사용했던 은행어플로 다시 복귀합니다,"['생각', '실행', '기절', '쓰레기', '어플', '필요', '충전', '최악', '제한', '절대', '금지', '반적', '도하', '어플', '설치', '기존', '어플', '복귀']"
2021년 5월 15일,주식거래가 급할때 접속시 토스홈(로딩)에서 주식 클릭하고(로딩) ..하 안그래도 느리고 불편했는데 잠금화면까지 생겼네요.... 첫 접속화면을 토스계좌 메인이거나 주식으로만 설정할수 있게해주세요 아님 토스주식 앱을 따로 ㅠㅠ 업댓이 너무 잦아 느려서 손해보는일이 많아요 느리다고 고객센터 문의하니 업뎃을 안해서라는데 그렇다고 업뎃을 매번 한다고 버벅거림이 없는것도 아니규요 급할땐 환장합니다 초보에게 유용하고 접근성이 쉬운점은 있으나 초보주린이가 계속 어린이도 아니고요 고수멤버 유도를 위해서라도 앱의 편리성이 극대화 될 필요는 있어보입니다 매수매도 간단 주문이라던가(상한가까지 틱 거래) 시세차트를 유저가 봉이나 지금처럼 선으로 조정할수 있는정도의 여유는 주시면 감사하겠습니다 토스로 시작한 사람은 봉차트 볼줄도 모르면 안되잖아요 ㅜㅠ,3,2021년,주식거래가 급할때 접속시 토스홈 로딩 에서 주식 클릭하고 로딩 하 안그래도 느리고 불편했는데 잠금화면까지 생겼네요 첫 접속화면을 토스계좌 메인이거나 주식으로만 설정할수 있게해주세요 아님 토스주식 앱을 따로 업댓이 너무 잦아 느려서 손해보는일이 많아요 느리다고 고객센터 문의하니 업뎃을 안해서라는데 그렇다고 업뎃을 매번 한다고 버벅거림이 없는것도 아니규요 급할땐 환장합니다 초보에게 유용하고 접근성이 쉬운점은 있으나 초보주린이가 계속 어린이도 아니고요 고수멤버 유도를 위해서라도 앱의 편리성이 극대화 될 필요는 있어보입니다 매수매도 간단 주문이라던가 상한가까지 틱 거래 시세차트를 유저가 봉이나 지금처럼 선으로 조정할수 있는정도의 여유는 주시면 감사하겠습니다 토스로 시작한 사람은 봉차트 볼줄도 모르면 안되잖아요,"['주식', '거래', '접속', '로딩', '주식', '클릭', '로딩', '불편', '화면', '접속', '화면', '계좌', '메인', '거나', '주식', '설정', '주식', '업댓', '손해', '일이', '리다', '고객', '센터', '문의', '업뎃', '안해', '업뎃', '매번', '버벅거림', '장합', '초보', '유용', '접근성', '초보', '어린이', '고요', '고수', '멤버', '유도', '위해', '편리', '극대', '필요', '어보', '매수', '매도', '간단', '주문', '상한', '거래', '시세', '차트', '유저', '이나', '처럼', '조정', '정도', '여유', '감사', '시작', '사람', '차트']"
2021년 11월 30일,"해외주식때문에 토스증권으로 계좌 개설했음 하지만? TQQQ, QLD, XLY등 여러 미국etf를 거래할 수가 없음 종목검색자체가 안됨. 주식을 못산다니 이만한 단점이 있을까? 여러 리포트나 정보를 쉽게 볼 수 있는 건 장점이나 당연히 될 거라 생각한 게 안되서 단점이 모든 장점을 씹어먹음. 환전 수수료만 날림. 종목검색이 안되는 건 지 아직 거래안되는 건 지 몰라도 빠른 해결이 필요할듯함",2,2021년,해외주식때문에 토스증권으로 계좌 개설했음 하지만 TQQQ QLD XLY등 여러 미국ETF를 거래할 수가 없음 종목검색자체가 안됨 주식을 못산다니 이만한 단점이 있을까 여러 리포트나 정보를 쉽게 볼 수 있는 건 장점이나 당연히 될 거라 생각한 게 안되서 단점이 모든 장점을 씹어먹음 환전 수수료만 날림 종목검색이 안되는 건 지 아직 거래안되는 건 지 몰라도 빠른 해결이 필요할듯함,"['해외', '주식', '증권', '계좌', '개설', '여러', '미국', '거래', '수가', '종목', '검색', '주식', '산다', '단점', '여러', '리포트', '정보', '장점', '이나', '생각', '단점', '모든', '장점', '먹음', '환전', '수수료', '날림', '종목', '검색', '아직', '거래', '해결', '필요']"
2021년 11월 23일,처음엔 혁신적이고 심플해서좋았는데.. 결국 다른앱들처럼 쓰잘데기없는 기능넣어서 점점 번잡해지고 무거워지고.. 주식에 뉴스나 커뮤니티 같은건 사용자가 숨길수있게 커스텀마이징 기능을 넣어줬으면.. 로딩시에 저런것들때문에 느려지고 주식하다가 피치못하게 꼴불견스러운 의견들을 보게되면 저도모르게 눈살이찌푸려지네요.. 필요도없는데 왜 그런걸 한페이지에넣어서 불필요한로딩 + 되도않는 뇌피셜 갖다붙이면서 잼민이들 수익자랑하는걸 봐야하는건지 ㅠㅠ,1,2021년,처음엔 혁신적이고 심플해서좋았는데 결국 다른앱들처럼 쓰잘데기없는 기능넣어서 점점 번잡해지고 무거워지고 주식에 뉴스나 커뮤니티 같은건 사용자가 숨길수있게 커스텀마이징 기능을 넣어줬으면 로딩시에 저런것들때문에 느려지고 주식하다가 피치못하게 꼴불견스러운 의견들을 보게되면 저도모르게 눈살이찌푸려지네요 필요도없는데 왜 그런걸 한페이지에넣어서 불필요한로딩 되도않는 뇌피셜 갖다붙이면서 잼민이들 수익자랑하는걸 봐야하는건지,"['처음', '혁신', '심플', '처럼', '점점', '번잡', '해지', '무거워', '지고', '주식', '뉴스', '커뮤니티', '사용자', '스텀', '마이', '딩시', '저런', '지고', '주식', '피치', '꼴불견', '의견', '도모', '눈살', '지네', '필요', '한페이', '필요', '한로', '뇌피셜', '붙이', '잼민', '수익', '자랑', '는걸']"
2021년 5월 9일,"사실 별한개 주는것도 너무 아깝네요. 유튜브에서 숨은 보험금 찾기 광고보고, 앱을 다운받아서 실행해 봤습니다. 개인정보 실컷 입력시키고...숨은 보험금을 찾았다길래..잔뜩 기대하고 기다렸는데...'현재 서비스이용이 불가합니다. 잠시후 다시 이용해주세요'라는 메세지만 반복적으로 뜨네요. 오기가 생겨서 아침부터 몇번을 시도해 봤는지 모르겠습니다. 이거 거의 허위광고 수준 아닌가요?",1,2021년,사실 별한개 주는것도 너무 아깝네요 유튜브에서 숨은 보험금 찾기 광고보고 앱을 다운받아서 실행해 봤습니다 개인정보 실컷 입력시키고 숨은 보험금을 찾았다길래 잔뜩 기대하고 기다렸는데 현재 서비스이용이 불가합니다 잠시후 다시 이용해주세요 라는 메세지만 반복적으로 뜨네요 오기가 생겨서 아침부터 몇번을 시도해 봤는지 모르겠습니다 이거 거의 허위광고 수준 아닌가요,"['사실', '유튜브', '보험금', '찾기', '광고', '보고', '다운', '실행', '개인정보', '실컷', '입력', '보험금', '잔뜩', '기대', '현재', '서비스', '불가', '잠시', '메세지', '반복', '오기', '아침', '부터', '거의', '허위', '광고', '수준']"
2021년 7월 28일,앱 실행이 안 돼요...; 며칠 전부터 송금만 하려고 하면 정보를 불러올 수 없다고 뜨더니 지웠다가 다시 다운받으니까 아예 계정 정보도 안 불러와지고 서버 응답을 받지 못했다고 뜨네요 소프트웨어 업데이트 하라던데 삼성 소프트웨어 최신 버전으로 돼있고 와이파이도 연결 돼있어요... 왜이러나요,3,2021년,앱 실행이 안 돼요 며칠 전부터 송금만 하려고 하면 정보를 불러올 수 없다고 뜨더니 지웠다가 다시 다운받으니까 아예 계정 정보도 안 불러와지고 서버 응답을 받지 못했다고 뜨네요 소프트웨어 업데이트 하라던데 삼성 소프트웨어 최신 버전으로 돼있고 와이파이도 연결 돼있어요 왜이러나요,"['실행', '며칠', '전부', '송금', '정보', '다운', '계정', '정보', '지고', '서버', '응답', '소프트웨어', '업데이트', '던데', '삼성', '소프트웨어', '최신', '버전', '와이파이', '연결']"
2021년 9월 21일,업데이트하고나서 UI가 정말 더러워졌네요. 소비기랙도 소비탭에서 일별로 딱딱 정리하던것도 없어지고 추천칸이 생겨서 카드홍보. 간소화된 이전 메뉴에 비해 복잡해지고 난잡해졌어요.,1,2021년,업데이트하고나서 UI가 정말 더러워졌네요 소비기랙도 소비탭에서 일별로 딱딱 정리하던것도 없어지고 추천칸이 생겨서 카드홍보 간소화된 이전 메뉴에 비해 복잡해지고 난잡해졌어요,"['업데이트', '더러', '소비', '기랙', '소비', '일별', '정리', '지고', '추천', '카드', '홍보', '간소화', '이전', '메뉴', '복잡', '해지', '난잡']"
2021년 2월 25일,토스증권 기능 기대 이하로 너무 부실합니다. 캔들차트도 없고 이동평균선 같은 기본적인 보조지표도 없고 검색식으로 내가 원하는 조건에 맞는 종목을 찾을 수도 없습니다. 매수매도 입력란은 가격과 수량을 다른 창으로 나눠놔서 주문 넣는데 시간을 엄청 잡아먹습니다. 앱 개발하신 분이 한번이라도 주식 매매를 해보셨나 궁금하네요. 진심으로 주식 매매에 대해 진지하게 공부하시고 다시 개발해주세요.,1,2021년,토스증권 기능 기대 이하로 너무 부실합니다 캔들차트도 없고 이동평균선 같은 기본적인 보조지표도 없고 검색식으로 내가 원하는 조건에 맞는 종목을 찾을 수도 없습니다 매수매도 입력란은 가격과 수량을 다른 창으로 나눠놔서 주문 넣는데 시간을 엄청 잡아먹습니다 앱 개발하신 분이 한번이라도 주식 매매를 해보셨나 궁금하네요 진심으로 주식 매매에 대해 진지하게 공부하시고 다시 개발해주세요,"['증권', '기대', '이하', '부실', '캔들', '차트', '이동', '평균', '본적', '보조', '지표', '검색', '조건', '종목', '수도', '매수', '매도', '입력', '가격', '수량', '주문', '시간', '개발', '주식', '매매', '진심', '주식', '매매', '대해', '지하', '공부', '개발']"
2021년 10월 6일,"'토스뱅크 대기번호 조회'를 클릭하거나, '대출한도 조회'를 누르면 폰화면이 검게 변하면서 몇초후에 ' 토스어플이 응답하지 않음'으라고 팝업뜨며 강제 종료됩니다. 토스 쓰기 넘 어렵네요ㅜㅜ",1,2021년,토스뱅크 대기번호 조회 를 클릭하거나 대출한도 조회 를 누르면 폰화면이 검게 변하면서 몇초후에 토스어플이 응답하지 않음 으라고 팝업뜨며 강제 종료됩니다 토스 쓰기 넘 어렵네요,"['대기', '번호', '조회', '클릭', '거나', '대출', '한도', '조회', '화면', '초후', '어플', '응답', '팝업', '강제', '종료', '쓰기']"
2021년 3월 23일,토스사용을 위해 앱을 클릭했어나 연결이 되지 않는다는 메세지가 뜨면서 자동으로 닫힙니다. 앱을 삭제하고 다시 다운받아도 동일한 증상이 나타납니다. 어제까지 잘사용했는데 갑자기...,3,2021년,토스사용을 위해 앱을 클릭했어나 연결이 되지 않는다는 메세지가 뜨면서 자동으로 닫힙니다 앱을 삭제하고 다시 다운받아도 동일한 증상이 나타납니다 어제까지 잘사용했는데 갑자기,"['위해', '클릭', '연결', '메세지', '자동', '다운', '동일', '증상', '나타', '어제']"
2021년 4월 6일,"체크카드의 해택은 점점 줄어들고있네요 처음엔 다양한브랜드 할인,적립이되더니 이제는 쓰지도않는 듣보잡 브랜드만 할인됩니다 토스프라임 유저인데 해택도 많은것같지만 막상 써보면 옛날보다 없네요 현재송금외엔 딱히 장점이없어보입니다 아 체크카드 교통카드기능은안되는데 티머니칩이있는지 다른카드랑같이있는상태에서 대중교통이용하면에러납니다 정말짜증나요 몇달째인지 개선할의지도없어보입니다",1,2021년,체크카드의 해택은 점점 줄어들고있네요 처음엔 다양한브랜드 할인 적립이되더니 이제는 쓰지도않는 듣보잡 브랜드만 할인됩니다 토스프라임 유저인데 해택도 많은것같지만 막상 써보면 옛날보다 없네요 현재송금외엔 딱히 장점이없어보입니다 아 체크카드 교통카드기능은안되는데 티머니칩이있는지 다른카드랑같이있는상태에서 대중교통이용하면에러납니다 정말짜증나요 몇달째인지 개선할의지도없어보입니다,"['체크카드', '해택', '점점', '처음', '다양', '브랜드', '할인', '적립', '듣보잡', '브랜드', '할인', '프라임', '유저', '해택', '막상', '옛날', '현재', '송금', '장점', '어보', '체크카드', '교통카드', '티머니', '카드', '상태', '대중교통', '에러', '짜증', '인지', '개선', '의지', '어보']"
2021년 3월 25일,친구beta 기능에서 활동시간/가입일표시를 비활성화 시켜도 내 최근 활동내역이 내 번호를 저장한 상대에게 노출됩니다. 수정 바랍니다. 그리고 활동정보 on 상태가 기본설정인 것도 솔직히 이해가 안가네요. 이런기능이 있는줄도 모르는 사람이 대부분일텐데 기본설정은 off가 맞지 않나 싶습니다. 활동시간을 공개하겠다고 서로 동의한 상대끼리만 조회가 가능하게 수정해주세요.,2,2021년,친구BETA 기능에서 활동시간 가입일표시를 비활성화 시켜도 내 최근 활동내역이 내 번호를 저장한 상대에게 노출됩니다 수정 바랍니다 그리고 활동정보 ON 상태가 기본설정인 것도 솔직히 이해가 안가네요 이런기능이 있는줄도 모르는 사람이 대부분일텐데 기본설정은 OFF가 맞지 않나 싶습니다 활동시간을 공개하겠다고 서로 동의한 상대끼리만 조회가 가능하게 수정해주세요,"['친구', '활동', '시간', '가입', '표시', '활성화', '최근', '활동', '번호', '저장', '상대', '노출', '수정', '활동', '정보', '상태', '기본', '설정', '솔직', '사람', '대부분', '기본', '설정', '활동', '시간', '공개', '서로', '동의', '상대', '끼리', '조회', '수정']"
2021년 5월 30일,증권부분 탭메뉴를 좀 많이 썼으면 좋겠어요. 스크롤이 너무 길어서 오히려 가독성이 떨어지네요. 보다가 어지러울 정도에요. 매출액이나 영업이익만 중요한게 아니라 작년 주당 배당금이 얼마고 부채는 얼마가 있고 이런것도 중요한 정보인데 어디서 봐야하는지 못 찾겠네요..찾아보기 복잡한건지 그런 정보가 없는 건지 아직 초기라서 그런 걸수도 있지만 아쉬움이 많습니다.,3,2021년,증권부분 탭메뉴를 좀 많이 썼으면 좋겠어요 스크롤이 너무 길어서 오히려 가독성이 떨어지네요 보다가 어지러울 정도에요 매출액이나 영업이익만 중요한게 아니라 작년 주당 배당금이 얼마고 부채는 얼마가 있고 이런것도 중요한 정보인데 어디서 봐야하는지 못 찾겠네요 찾아보기 복잡한건지 그런 정보가 없는 건지 아직 초기라서 그런 걸수도 있지만 아쉬움이 많습니다,"['증권', '부분', '메뉴', '크롤', '오히려', '가독성', '지네', '정도', '매출', '이나', '영업', '이익', '중요', '작년', '배당금', '얼마', '부채', '얼마', '중요', '정보', '아보', '정보', '아직', '초기', '라서', '수도', '아쉬움']"
2021년 7월 23일,보안만 확실하다면 세상 편한 앱인건 인정. 3점 준건 10년 넘어가며(출시한지 얼마 안되서) 다른건 몰라도 보안 하나 만큼 확실하다는걸 검증하진 못했기 때문. 익숙해지면 토스만큼 편한 어플도 없음. 카뱅 사용 안함 다만 업데이트를 지속할 수록 어플이 무거워 지고 있음;;;,3,2021년,보안만 확실하다면 세상 편한 앱인건 인정 점 준건 년 넘어가며 출시한지 얼마 안되서 다른건 몰라도 보안 하나 만큼 확실하다는걸 검증하진 못했기 때문 익숙해지면 토스만큼 편한 어플도 없음 카뱅 사용 안함 다만 업데이트를 지속할 수록 어플이 무거워 지고 있음,"['보안', '확실', '세상', '인정', '출시', '한지', '얼마', '보안', '만큼', '확실', '는걸', '검증', '하진', '익숙', '해지', '만큼', '어플', '카뱅', '안함', '다만', '업데이트', '지속', '수록', '어플', '무거워', '지고']"
