날짜,리뷰,별점,month,리뷰1,리뷰2
2021년 9월 26일,카카오페이로 모바일 교통카드를 이용하는데 농협콕뱅크 앱 설치만 되어있어도 사용불가하네요. 콕뱅크에는 교통카드기능을 신청도 하지 않았는데 단순설치만 되어있어도 안되고 콕뱅크 앱을 삭제해야만 이용이 됩니다. 현재 농협콕뱅크앱은 삭제하고 필요할때마다 재설치해서 사용하고 있어서 매우 불편합니다. 원인 확인후 해결부탁드립니다.,1,2021년,카카오페이로 모바일 교통카드를 이용하는데 농협콕뱅크 앱 설치만 되어있어도 사용불가하네요 콕뱅크에는 교통카드기능을 신청도 하지 않았는데 단순설치만 되어있어도 안되고 콕뱅크 앱을 삭제해야만 이용이 됩니다 현재 농협콕뱅크앱은 삭제하고 필요할때마다 재설치해서 사용하고 있어서 매우 불편합니다 원인 확인후 해결부탁드립니다,"['모바일', '교통카드', '농협', '설치', '어도', '불가', '교통카드', '신청', '단순', '설치', '어도', '제해', '야만', '현재', '농협', '필요', '마다', '설치', '매우', '불편', '원인', '해결', '부탁', '드립']"
2021년 2월 23일,어느순간부터 자산관리 업데이트가 안되네요..이 기능 쓰려고 설치한건데 20일전으로 고정되고 그뒤로 업데이트가 안되요..수동으로 업데이트하면 되나해서 눌렀는데 그마저도 안되네요.,1,2021년,어느순간부터 자산관리 업데이트가 안되네요 이 기능 쓰려고 설치한건데 일전으로 고정되고 그뒤로 업데이트가 안되요 수동으로 업데이트하면 되나해서 눌렀는데 그마저도 안되네요,"['순간', '부터', '관리', '업데이트', '설치', '일전', '고정', '업데이트', '수동', '업데이트', '마저']"
2021년 6월 8일,"왜 설치 후 앱 권한등록부터 허용 버튼 자체가 눌러지지 않는건지요ㅜ 저게 안되니까 아예 다음 화면 등으로 넘어가질 않습니다. 갤럭시S21기종이며, 권한등록이 되어야 다른걸 하는데 허용 등록이 안됩니다. 새로 이 오류 수정해서 업데이트해주세요.",1,2021년,왜 설치 후 앱 권한등록부터 허용 버튼 자체가 눌러지지 않는건지요 저게 안되니까 아예 다음 화면 등으로 넘어가질 않습니다 갤럭시S 기종이며 권한등록이 되어야 다른걸 하는데 허용 등록이 안됩니다 새로 이 오류 수정해서 업데이트해주세요,"['설치', '권한', '등록부', '허용', '버튼', '지지', '다음', '화면', '갤럭시', '종이', '권한', '등록', '허용', '등록', '오류', '수정', '업데이트']"
2021년 3월 29일,ARS 인증 전화가 아예 안오는데요. 무슨 등록 과정에 오류 뜨는것고 아니고 전화 자체가 아예 안 온상태에서 넘어가놓고 계좌 등록하려하면 ARS 오류 떴다 하는데 전화가 안 오는데 어떻게 인증 하나요? 후후 안 하구요. 한국유심이구요. 스팸번호 설정 안 해놨습니다. 설마 국외에 있으면 계좌등록을 아예 못하나요?,1,2021년,ARS 인증 전화가 아예 안오는데요 무슨 등록 과정에 오류 뜨는것고 아니고 전화 자체가 아예 안 온상태에서 넘어가놓고 계좌 등록하려하면 ARS 오류 떴다 하는데 전화가 안 오는데 어떻게 인증 하나요 후후 안 하구요 한국유심이구요 스팸번호 설정 안 해놨습니다 설마 국외에 있으면 계좌등록을 아예 못하나요,"['인증', '전화', '등록', '과정', '오류', '전화', '상태', '계좌', '등록', '오류', '전화', '인증', '한국', '유심', '스팸', '번호', '설정', '설마', '국외', '계좌', '등록']"
2021년 12월 30일,진짜 어이가 없네요.. 버킷리스트 왜 안보이게 해놓은겁니까ㅡㅡ 홈에서 설정하기를 하려고 해도 아예 없네요 증권 앱이 따로 있나보니까 그것도 없고ㅡㅡ 불편해서 이제 못 쓸 듯... 내 자산을 한번에 볼 수도 없는 최악의 앱이네요 생각할수록 열 받네 도대체 버튼을 몇개를 누르라는거야,1,2021년,진짜 어이가 없네요 버킷리스트 왜 안보이게 해놓은겁니까 홈에서 설정하기를 하려고 해도 아예 없네요 증권 앱이 따로 있나보니까 그것도 없고 불편해서 이제 못 쓸 듯 내 자산을 한번에 볼 수도 없는 최악의 앱이네요 생각할수록 열 받네 도대체 버튼을 몇개를 누르라는거야,"['어이', '버킷리스트', '안보', '설정', '증권', '그것', '불편', '수도', '최악', '생각', '수록', '버튼', '몇개']"
2021년 4월 13일,"현재는 잘.쓰고있긴한데.. 고객센터연결 시도하고까먹고시도하고까먹고 몇번이나좌절되다보니 잊고지냈었네요ㅜㅜ 이유인즉슨, 19년 폰을바꾸기전 페이5만원을 충전하였지만 바뀐폰에서 5만원이 확인안되고 사라져서 새로충전.후 그냥썼었고 종종 실물확인위한 고객센터연결을 시도하였지만 난해한ARS만 나오기에 어쩌다 보니 많은시간이흘렀네요ㅜ;; 혹! 이문제 추적하여 해결이 가능할까요??? 이 앱에 첨으로 리뷰남겨봅니다....",2,2021년,현재는 잘 쓰고있긴한데 고객센터연결 시도하고까먹고시도하고까먹고 몇번이나좌절되다보니 잊고지냈었네요 이유인즉슨 년 폰을바꾸기전 페이 만원을 충전하였지만 바뀐폰에서 만원이 확인안되고 사라져서 새로충전 후 그냥썼었고 종종 실물확인위한 고객센터연결을 시도하였지만 난해한ARS만 나오기에 어쩌다 보니 많은시간이흘렀네요 혹 이문제 추적하여 해결이 가능할까요 이 앱에 첨으로 리뷰남겨봅니다,"['현재', '고객', '센터', '연결', '고시', '도하', '이나', '좌절', '고지', '기전', '만원', '충전', '만원', '사라', '충전', '종종', '실물', '고객', '센터', '연결', '난해', '오기', '은시', '간이', '이문', '적하', '해결', '리뷰']"
2021년 7월 23일,"7월22일 미니금고, 투자 먹통인 분들, 고객센터 답변 공유함. ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 카카오페이어플을 통해 확인 시 미노출 사유는 최근 Android System Webview가 버전(최신버전)으로 업데이트되면서 웹뷰의 오류로 기존 카카오페이앱과 충돌하여 진입이 실패 되고 있는 것으로 확인됩니다. 카카오페이어플을 통해 투자 서비스등 원활하게 이용하고자 하시는 경우 번거로우시겠지만 아래 방법으로 Android System Webview 업데이트 삭제 후 이용시도 부탁드립니다. - 휴대폰 설정 > 어플리케이션 > webview 검색 > android system webview 선택 > 오른쪽 상단 점 세개 > 업데이트 삭제 //위 방법 안되는 분은// 설정 > 어플리케이션 > chrome 검색 > chrome 선택 > 오른쪽 상단 점 세개 > 업데이트 삭제 > 이후 하단의 '사용 중지' 클릭",1,2021년,월 일 미니금고 투자 먹통인 분들 고객센터 답변 공유함 카카오페이어플을 통해 확인 시 미노출 사유는 최근 ANDROID SYSTEM WEBVIEW가 버전 최신버전 으로 업데이트되면서 웹뷰의 오류로 기존 카카오페이앱과 충돌하여 진입이 실패 되고 있는 것으로 확인됩니다 카카오페이어플을 통해 투자 서비스등 원활하게 이용하고자 하시는 경우 번거로우시겠지만 아래 방법으로 ANDROID SYSTEM WEBVIEW 업데이트 삭제 후 이용시도 부탁드립니다 휴대폰 설정 어플리케이션 WEBVIEW 검색 ANDROID SYSTEM WEBVIEW 선택 오른쪽 상단 점 세개 업데이트 삭제 위 방법 안되는 분은 설정 어플리케이션 CHROME 검색 CHROME 선택 오른쪽 상단 점 세개 업데이트 삭제 이후 하단의 사용 중지 클릭,"['미니', '금고', '투자', '먹통', '고객', '센터', '답변', '공유', '어플', '통해', '미노', '사유', '최근', '버전', '최신', '버전', '업데이트', '웹뷰', '오류로', '기존', '충돌', '진입', '실패', '어플', '통해', '투자', '서비스', '원활', '번거', '로우', '아래', '방법', '업데이트', '부탁', '드립', '휴대폰', '설정', '어플리케이션', '검색', '선택', '오른쪽', '상단', '업데이트', '방법', '설정', '어플리케이션', '검색', '선택', '오른쪽', '상단', '업데이트', '이후', '하단', '중지', '클릭']"
2021년 10월 11일,미니금고 어디로 갔는지 찾는데만 억만년. 며칠내리 찾다 포기; 아니 내돈을 넣지도 못하고 빼지도 못하고ㅠㅠ 업데이트를 할꺼면 쉽게 해놔야지 이렇게 어렵게해놓으면 어찌이용하나요; 이전 버전 내놔요 이용하다 복장터져 짜증날라니께ㅠ,1,2021년,미니금고 어디로 갔는지 찾는데만 억만년 며칠내리 찾다 포기 아니 내돈을 넣지도 못하고 빼지도 못하고 업데이트를 할꺼면 쉽게 해놔야지 이렇게 어렵게해놓으면 어찌이용하나요 이전 버전 내놔요 이용하다 복장터져 짜증날라니께,"['미니', '금고', '억만년', '며칠', '포기', '업데이트', '어찌', '이전', '버전', '복장', '짜증']"
2021년 3월 3일,카카오영수증이라길래 한 번 해봤다가 낭패를 봤습니다. 저는 그냥 모바일영수증이려니했는데 앱 마음대로 멀쩡히 받고 있던 문자사용내역이 안오더라고요. 문자랑 앱이랑 연동해서 카드내역정리중이었는데 보름정도의 내역이 텅 비어버렸어요. 카톡으로 안받기하면 되는 줄 알고 있었는데 문자가 이상하게 와서 또 자동등록이 안됐습니다. 카드사에 문의했더니 키톡영수증 가입되어 그렇다고. 결국 전화해서 해지했어요. 이제서야 제대로 오네요. 보름치를 일일이 수기로 가계부에 등록해야했습니다. 왜 다른 걸 건드리게 시스템이 되어있는지 모르겠어요.,1,2021년,카카오영수증이라길래 한 번 해봤다가 낭패를 봤습니다 저는 그냥 모바일영수증이려니했는데 앱 마음대로 멀쩡히 받고 있던 문자사용내역이 안오더라고요 문자랑 앱이랑 연동해서 카드내역정리중이었는데 보름정도의 내역이 텅 비어버렸어요 카톡으로 안받기하면 되는 줄 알고 있었는데 문자가 이상하게 와서 또 자동등록이 안됐습니다 카드사에 문의했더니 키톡영수증 가입되어 그렇다고 결국 전화해서 해지했어요 이제서야 제대로 오네요 보름치를 일일이 수기로 가계부에 등록해야했습니다 왜 다른 걸 건드리게 시스템이 되어있는지 모르겠어요,"['영수증', '낭패', '모바일', '영수증', '마음대로', '문자', '고요', '문자', '연동', '카드', '정리', '중이', '었는데', '보름', '정도', '비어', '기하', '문자', '이상하', '자동', '등록', '카드', '문의', '키톡', '영수증', '가입', '전화', '해지', '제대로', '보름치', '일일이', '수기', '가계부', '등록', '시스템']"
2021년 9월 30일,편해졌다 알람 떠서 보니 뭐가 좋아진거죠? 결제 카드 선호 카드 저장 여전히 안되네요. 매번 카카오페이머니가 최우선으로 나오고 이것도 모자라 신용카드로 결제 카드 바꾸고 skt 할인 때문에 홈 갔다가 다시 오면 다시 카카오페이머니로 리셋... 일년 전에 개선 요청했던거 같은데요. 여전히 사용자 입장 고려가 안되었네요. 신용카드도 카드 디자인 안보여주고 단색으로 처리해 카드 구분도 잘안되고. 오히려 카카오톡앱에서 카카오페이 결제 메뉴로 가서 하면 그나마 위의 사항들이 다 적용되어 있더군요. 부서간 업무 공유가 안되나봅니다. 또한 전체 며뉴 보면 기능 들을 쭉 나열해 놓았는데 상단 분류 탭 지원등 좀더 접근 편하게 구성 못할까요? 우선 적어도 분류 섹션 메뉴 글자가 더 크게 표현되면 좋겠네요.,1,2021년,편해졌다 알람 떠서 보니 뭐가 좋아진거죠 결제 카드 선호 카드 저장 여전히 안되네요 매번 카카오페이머니가 최우선으로 나오고 이것도 모자라 신용카드로 결제 카드 바꾸고 SKT 할인 때문에 홈 갔다가 다시 오면 다시 카카오페이머니로 리셋 일년 전에 개선 요청했던거 같은데요 여전히 사용자 입장 고려가 안되었네요 신용카드도 카드 디자인 안보여주고 단색으로 처리해 카드 구분도 잘안되고 오히려 카카오톡앱에서 카카오페이 결제 메뉴로 가서 하면 그나마 위의 사항들이 다 적용되어 있더군요 부서간 업무 공유가 안되나봅니다 또한 전체 며뉴 보면 기능 들을 쭉 나열해 놓았는데 상단 분류 탭 지원등 좀더 접근 편하게 구성 못할까요 우선 적어도 분류 섹션 메뉴 글자가 더 크게 표현되면 좋겠네요,"['알람', '결제', '카드', '선호', '카드', '저장', '여전', '매번', '우선', '모자라', '신용카드', '결제', '카드', '할인', '리셋', '개선', '요청', '여전', '사용자', '입장', '고려', '신용카드', '카드', '디자인', '안보', '여주', '단색', '처리', '카드', '구분', '오히려', '톡앱', '결제', '메뉴', '그나', '사항', '적용', '부서', '업무', '공유', '또한', '전체', '며뉴', '나열', '상단', '분류', '지원', '좀더', '접근', '구성', '우선', '어도', '분류', '섹션', '메뉴', '글자', '크게', '표현']"
2021년 10월 1일,잘 사용했었는데요. 이번 업뎃하고 바코드 결제하면 시간초과 되었다고 해서 앱 종료 후 해도 시간초과 되었다고... 3번정도 앱을 종료하고 나면 되는데요. 수정 해주세요~,1,2021년,잘 사용했었는데요 이번 업뎃하고 바코드 결제하면 시간초과 되었다고 해서 앱 종료 후 해도 시간초과 되었다고 번정도 앱을 종료하고 나면 되는데요 수정 해주세요,"['이번', '업뎃', '바코드', '제하', '시간', '초과', '종료', '시간', '초과', '정도', '종료', '수정']"
2021년 10월 30일,분명 입력할 정보 다 입력하고 얼굴인식까지 끝나서 결제 전 화면으로 넘어오기까지 했는데 결제는 안됩니다. 덕분에 페이지 나가면 끝나는 할인 있었는데 할인 못받았어요. 이런게 한두번이 아니라 좀 짜증나네요. 급할때 당하면 정말 화나는데 왜이러나요,1,2021년,분명 입력할 정보 다 입력하고 얼굴인식까지 끝나서 결제 전 화면으로 넘어오기까지 했는데 결제는 안됩니다 덕분에 페이지 나가면 끝나는 할인 있었는데 할인 못받았어요 이런게 한두번이 아니라 좀 짜증나네요 급할때 당하면 정말 화나는데 왜이러나요,"['분명', '입력', '정보', '입력', '얼굴인식', '결제', '화면', '오기', '결제', '덕분', '페이지', '가면', '할인', '할인', '짜증', '당하']"
2021년 3월 4일,뭐야 평이 왜 지워지는거야 신경질나게 하는것들이 데이터 무시하냐? 왜 데이터는 네트워크가 원활하지 않다고 하면서 와이파이 연결 하니까 연결ㅇㅣ 바로바로 되냐? 출근길에 열받게 하네 진짜 욕 나오게 해,1,2021년,뭐야 평이 왜 지워지는거야 신경질나게 하는것들이 데이터 무시하냐 왜 데이터는 네트워크가 원활하지 않다고 하면서 와이파이 연결 하니까 연결 바로바로 되냐 출근길에 열받게 하네 진짜 욕 나오게 해,"['평이', '신경질', '데이터', '무시', '데이터', '네트워크', '원활', '와이파이', '연결', '연결', '바로', '바로', '출근길']"
2021년 11월 25일,앱에 숫자1이 없어지질않음. new라고 되어있거나 뭔가 빨간색이 찍힌 모든 메뉴를 다 들어가봐도 없어지질않음. 쿠폰은 강제로 중국알리페이에 내 정보를 넘기라면서 삭제도 안됨. 심지어 알림들 다 안받는걸로 설정했는데도 광고문구가 알림으로 뜸. 이런 쓰레기앱을 믿고 지불수단으로 쓸 수가 있을까 싶음.,1,2021년,앱에 숫자 이 없어지질않음 NEW라고 되어있거나 뭔가 빨간색이 찍힌 모든 메뉴를 다 들어가봐도 없어지질않음 쿠폰은 강제로 중국알리페이에 내 정보를 넘기라면서 삭제도 안됨 심지어 알림들 다 안받는걸로 설정했는데도 광고문구가 알림으로 뜸 이런 쓰레기앱을 믿고 지불수단으로 쓸 수가 있을까 싶음,"['숫자', '지질', '거나', '뭔가', '빨간색', '모든', '메뉴', '지질', '쿠폰', '강제', '중국', '알리페', '정보', '심지어', '알림', '는걸', '설정', '광고', '문구', '알림', '쓰레기', '지불', '수단', '수가']"
2021년 3월 17일,삭제할까 해요. 카카오페이에 충전을 했지만 사용 가능한 가맹점이 너무 적어서 무용지물 인것 같아요. 홈플러스에서도 불가 Impasibil 카카오페이 앱이나 접근성이나 사용방법은 매우 편리하게 잘 돼 있어서 더욱 아쉬움이 남네요,1,2021년,삭제할까 해요 카카오페이에 충전을 했지만 사용 가능한 가맹점이 너무 적어서 무용지물 인것 같아요 홈플러스에서도 불가 IMPASIBIL 카카오페이 앱이나 접근성이나 사용방법은 매우 편리하게 잘 돼 있어서 더욱 아쉬움이 남네요,"['충전', '가맹', '무용지물', '홈플러스', '불가', '이나', '접근성', '이나', '방법', '매우', '리하', '더욱', '아쉬움']"
2021년 12월 27일,최악 더 이상 쓰지 않는 아이디로 가입되어 있다고 그걸 쓰라고함. 안쓸래 네이버페이 쓰는게 더 좋음. 새롭게 인증을 하면 그걸로 되어야 하는데 그러지 않게함. 너무 복잡해. 뭐하러 그런 노력까지 들이며 써야함. 아니지,1,2021년,최악 더 이상 쓰지 않는 아이디로 가입되어 있다고 그걸 쓰라고함 안쓸래 네이버페이 쓰는게 더 좋음 새롭게 인증을 하면 그걸로 되어야 하는데 그러지 않게함 너무 복잡해 뭐하러 그런 노력까지 들이며 써야함 아니지,"['최악', '이상', '아이디', '가입', '고함', '인증', '노력', '니지']"
2021년 10월 15일,제발 시작할 때 소리 좀 빼주라. 소리날 때마다 스트레스다. 앱 시작할 때 소리나는 앱은 게임 빼고 이거말고는 없는 거 같다. 그래도 게임은 소리 안나게하는 설정이라도 있지. 이거는 설정도 없고.,1,2021년,제발 시작할 때 소리 좀 빼주라 소리날 때마다 스트레스다 앱 시작할 때 소리나는 앱은 게임 빼고 이거말고는 없는 거 같다 그래도 게임은 소리 안나게하는 설정이라도 있지 이거는 설정도 없고,"['제발', '시작', '소리', '빼주', '소리', '마다', '스트레스', '시작', '소리', '게임', '게임', '소리', '설정', '설정']"
2021년 12월 16일,토스가 훠어어얼씬 좋네요. 보기에도 불편하고 송금도 10회만 무료고 불편하고요. 혜택은 점점 창렬해지고 보기에도 너무 불편하네요 ui가 계속 변하는데 점점 구려져요 예전보다 더,1,2021년,토스가 훠어어얼씬 좋네요 보기에도 불편하고 송금도 회만 무료고 불편하고요 혜택은 점점 창렬해지고 보기에도 너무 불편하네요 UI가 계속 변하는데 점점 구려져요 예전보다 더,"['어어', '얼씬', '불편', '송금', '무료', '불편', '혜택', '점점', '창렬', '해지', '불편', '점점', '구려']"
2021년 10월 8일,앱 켤 때 띵-소리(알림) 나는 거 너무 싫어요 업데이트 하면서 바꼈는데 알림 소리 싫어하는 사람도 있는데 갑자기 바꾸고 변경 설정도 안 되게 해 놓은거 진짜 무례하다고 생각해요,1,2021년,앱 켤 때 띵 소리 알림 나는 거 너무 싫어요 업데이트 하면서 바꼈는데 알림 소리 싫어하는 사람도 있는데 갑자기 바꾸고 변경 설정도 안 되게 해 놓은거 진짜 무례하다고 생각해요,"['소리', '알림', '업데이트', '알림', '소리', '사람', '변경', '설정', '무례', '생각']"
