날짜,리뷰,별점,month,리뷰1,리뷰2
2023년 9월 19일,잘 사용하고 있습니다. 카카오페이가 정밀하고 빈틈없이 완벽한 페이로 성장 하시고 고객님께서 무엇을 요구하는지에 대한 끝없는 노력을 해주시면 좋겠습니다. 없는 것도 만들고 있는것은 더욱더 발전되는 혁신 중의 혁신을 꿈꾸며 무궁한 발전이 있기를 바랍니다.,5,2023년,잘 사용하고 있습니다 카카오페이가 정밀하고 빈틈없이 완벽한 페이로 성장 하시고 고객님께서 무엇을 요구하는지에 대한 끝없는 노력을 해주시면 좋겠습니다 없는 것도 만들고 있는것은 더욱더 발전되는 혁신 중의 혁신을 꿈꾸며 무궁한 발전이 있기를 바랍니다,"['정밀', '빈틈', '완벽', '성장', '고객', '무엇', '요구', '대한', '노력', '해주시', '더욱더', '발전', '혁신', '혁신', '무궁', '발전']"
2023년 7월 6일,근래 업데이트때마다 진심으로 묻고 싶네요 주식거래는 하고 있는 사람들이 만들고 최종 컨펌하는거 맞나요? 왜 몇번씩 클릭하도록 다 따로따로 떼어놓은거죠? 다른건 몰라도 정보탭과 보유탭 내용은 묶여있어야죠 주식거래하는 사람이 종목정보나 보자고 종목 클릭해서 들어가는거 아니잖아요 보유주식 각각의 현황확인과 매수매도를 위해 클릭하는건데 종목클릭하면 정보탭이 디폴트라 헌황 확인하려면 보유탭 한번더 클릭하게 되잖아요 5개 탭으로 나눠놓은거 정말 불편하고 무의미하다고 생각합니다 자꾸 뭔가 더할려고 안했으면 좋겠어요 다른 회사 흉내내려고 하지말고 카카오 색을 지켰으면 좋겠네요 바꾸려면 정말 잘 만들어서 내놓던가요 미완성 버전 급하게 올려놓은것 같잖아요,3,2023년,근래 업데이트때마다 진심으로 묻고 싶네요 주식거래는 하고 있는 사람들이 만들고 최종 컨펌하는거 맞나요 왜 몇번씩 클릭하도록 다 따로따로 떼어놓은거죠 다른건 몰라도 정보탭과 보유탭 내용은 묶여있어야죠 주식거래하는 사람이 종목정보나 보자고 종목 클릭해서 들어가는거 아니잖아요 보유주식 각각의 현황확인과 매수매도를 위해 클릭하는건데 종목클릭하면 정보탭이 디폴트라 헌황 확인하려면 보유탭 한번더 클릭하게 되잖아요 개 탭으로 나눠놓은거 정말 불편하고 무의미하다고 생각합니다 자꾸 뭔가 더할려고 안했으면 좋겠어요 다른 회사 흉내내려고 하지말고 카카오 색을 지켰으면 좋겠네요 바꾸려면 정말 잘 만들어서 내놓던가요 미완성 버전 급하게 올려놓은것 같잖아요,"['근래', '업데이트', '마다', '진심', '주식', '거래', '사람', '최종', '컨펌', '클릭', '도록', '따로따로', '정보', '보유', '내용', '주식', '거래', '사람', '종목', '정보', '자고', '종목', '클릭', '보유', '주식', '각각', '현황', '매수', '매도', '위해', '클릭', '종목', '클릭', '정보', '디폴트', '인하', '려면', '보유', '클릭', '불편', '무의미', '생각', '뭔가', '회사', '흉내내', '려면', '미완성', '버전']"
2023년 9월 7일,간편결제의 선두주자 역할에 충실한거 같아요 다른 페이도 광고가 많은 편이니 단점은 비슷하지만... 계속 믿고 쓸수 있도록 보안에 신경 잘 써주기를 바랍니다~~,5,2023년,간편결제의 선두주자 역할에 충실한거 같아요 다른 페이도 광고가 많은 편이니 단점은 비슷하지만 계속 믿고 쓸수 있도록 보안에 신경 잘 써주기를 바랍니다,"['간편', '결제', '선두', '주자', '역할', '충실', '페이도', '광고', '편이', '단점', '도록', '보안', '신경', '주기']"
2023년 9월 14일,금융관련 정보가 집대성 되어 있어 아주 유용한 앱으로 계속적으로 진화 중이네요 ^^ 아주 잘쓰고 있습니다 ~,5,2023년,금융관련 정보가 집대성 되어 있어 아주 유용한 앱으로 계속적으로 진화 중이네요 아주 잘쓰고 있습니다,"['금융', '관련', '정보', '집대성', '아주', '유용', '진화', '중이', '아주']"
2023년 5월 27일,최근에 굉장히 자주 은행에 오류가 납니다. 뭔가를 구매하려 하거나 송금하려하면 은행에 오류가 발생했다 하면서 송금이 안되고 본인 재인증 횟수를 넘었다며 한시간 뒤에 시도하라는데 재인증 횟수가 5번인데 다섯번을 누른적이 없습니다. 왜 이런 오류가 발생하는지 굉장히 불편하군요.,1,2023년,최근에 굉장히 자주 은행에 오류가 납니다 뭔가를 구매하려 하거나 송금하려하면 은행에 오류가 발생했다 하면서 송금이 안되고 본인 재인증 횟수를 넘었다며 한시간 뒤에 시도하라는데 재인증 횟수가 번인데 다섯번을 누른적이 없습니다 왜 이런 오류가 발생하는지 굉장히 불편하군요,"['최근', '자주', '오류', '뭔가', '구매', '거나', '송금', '오류', '발생', '송금', '본인', '재인', '횟수', '한시', '재인', '횟수', '번인', '다섯', '오류', '발생', '불편']"
2023년 6월 27일,어렵고 입문하기 힘들어 보이는 주식을 쉽게 시작해 볼 수 있어서 좋았습니다! 근데 혹시 주식 가리기 기능 만들어 주시면 안될까요? 몇몇 주식은 당분간 보고싶지 않을 때가 있는데 눈에 보이니 참 아이러니 해서요😂 혹시 가능하다면 해당 기능 꼭 좀 부탁드립니다!! 감사합니다🙂,5,2023년,어렵고 입문하기 힘들어 보이는 주식을 쉽게 시작해 볼 수 있어서 좋았습니다 근데 혹시 주식 가리기 기능 만들어 주시면 안될까요 몇몇 주식은 당분간 보고싶지 않을 때가 있는데 눈에 보이니 참 아이러니 해서요 혹시 가능하다면 해당 기능 꼭 좀 부탁드립니다 감사합니다,"['입문', '보이', '주식', '시작', '주식', '리기', '몇몇', '주식', '당분간', '보고', '보이', '아이러니', '서요', '해당', '부탁', '드립', '감사']"
2023년 7월 17일,"화면스크롤 감도가 이상합니다. 아래로 스크롤 하는데, 왜 자꾸 화면이 옆으로 넘어가는지 모르겠습니다. 그리고 혜택창에서 모든 이미지가 깨져서 출력되고 있습니다. 빠른 패치 해주셨으면 좋겠습니다.",2,2023년,화면스크롤 감도가 이상합니다 아래로 스크롤 하는데 왜 자꾸 화면이 옆으로 넘어가는지 모르겠습니다 그리고 혜택창에서 모든 이미지가 깨져서 출력되고 있습니다 빠른 패치 해주셨으면 좋겠습니다,"['화면', '크롤', '이상', '아래', '크롤', '화면', '혜택', '모든', '이미지', '출력', '패치', '셨으']"
2023년 7월 21일,"이전 앱은 이용하기 불편하고 카톡에서 쓸 때랑 너무 달라서 헛갈렸는데, 이번에 바뀌고ㅜ나니 훨씬 좋아졌네요. 메뉴도 직관적이고, 카톡이랑도 비슷하고. 속도만 조금 더 빨랐으면 완벽할텐데요",5,2023년,이전 앱은 이용하기 불편하고 카톡에서 쓸 때랑 너무 달라서 헛갈렸는데 이번에 바뀌고 나니 훨씬 좋아졌네요 메뉴도 직관적이고 카톡이랑도 비슷하고 속도만 조금 더 빨랐으면 완벽할텐데요,"['이전', '불편', '달라', '이번', '나니', '메뉴', '직관', '비슷', '속도', '조금', '완벽']"
2023년 9월 19일,도대체 보조지표 초기화되는건 언제 고칠겁니까??? 매번 귀찮아죽겠네요. 설정하면 초기화되고 매일몇번씩 반복하는데 이래도 되나요??? 대기업맞나싶네,1,2023년,도대체 보조지표 초기화되는건 언제 고칠겁니까 매번 귀찮아죽겠네요 설정하면 초기화되고 매일몇번씩 반복하는데 이래도 되나요 대기업맞나싶네,"['보조', '지표', '초기', '언제', '매번', '죽겠네', '설정', '초기', '매일', '반복', '대기업']"
2023년 9월 30일,1x1 결제 위젯은 없나요 요즘은 2×2 사이즈는 안쓰던데 위젯이 자리 많이 차지하고 너무 커서 불편해요,1,2023년,X 결제 위젯은 없나요 요즘은 사이즈는 안쓰던데 위젯이 자리 많이 차지하고 너무 커서 불편해요,"['결제', '위젯', '요즘', '사이즈', '던데', '위젯', '자리', '차지', '커서', '불편']"
2023년 5월 21일,"생각할수록 이해가 불가능합니다 한달 실적을 채워서 쓰면서 현금 편의점 ATM 출금 할때 카드 무료 가능하지만 인증번호 출금 신청 할때 수수료 받는 의미하는 이유가 무엇인지, 카드 인증 번호 둘다 무료로 하든가 하나는 무료 하나는 유료 그럴때마다 실적을 달성 할이유가 없다고 판단합니다",2,2023년,생각할수록 이해가 불가능합니다 한달 실적을 채워서 쓰면서 현금 편의점 ATM 출금 할때 카드 무료 가능하지만 인증번호 출금 신청 할때 수수료 받는 의미하는 이유가 무엇인지 카드 인증 번호 둘다 무료로 하든가 하나는 무료 하나는 유료 그럴때마다 실적을 달성 할이유가 없다고 판단합니다,"['생각', '수록', '불가능', '실적', '현금', '편의점', '출금', '카드', '무료', '인증번호', '출금', '신청', '수수료', '미하', '무엇', '인지', '카드', '인증', '번호', '무료', '하든', '무료', '유료', '마다', '실적', '달성', '단합']"
2023년 10월 10일,"주식차트에 일봉차트 렉좀 없애주세요(걸리는게 있고 안걸리는게 있음,기준은 모름) 몇개월째 그렇습니다. 주봉 월봉은 렉안걸림니다.",1,2023년,주식차트에 일봉차트 렉좀 없애주세요 걸리는게 있고 안걸리는게 있음 기준은 모름 몇개월째 그렇습니다 주봉 월봉은 렉안걸림니다,"['주식', '차트', '일봉', '차트', '렉좀', '기준', '모름', '몇개', '월봉', '렉']"
2023년 10월 10일,버그로 강제종료 됩니다 개발자에게 문의하라고 뜨고 페이창을 제대로 볼수도 없이 강제종료되니 어떻게 할 방법이 없습니다 빠른 수정부탁드립니다,1,2023년,버그로 강제종료 됩니다 개발자에게 문의하라고 뜨고 페이창을 제대로 볼수도 없이 강제종료되니 어떻게 할 방법이 없습니다 빠른 수정부탁드립니다,"['버그', '강제', '종료', '개발자', '문의', '이창', '제대로', '수도', '강제', '종료', '방법', '수정', '부탁', '드립']"
2023년 7월 4일,좀 전에 카카오페이로 결제해서 SK 브로드밴드 TV에서 예능 프로랑 드라마를 보려고 했는데 결제가 안돼. 결제가 결제가 안돼. 결제 완료 확인 버튼까지 눌렀는데도 결제가 안돼요. 세 번인가 했는데안돼. 이런 게 지금 엄청 잦아요. 카카오페이가 돈 버는 데만 열심히 하지 마시고 이런 오류 같은 거 제대로 좀 제대로 좀 처리하세요. 3611이라계속뜸,1,2023년,좀 전에 카카오페이로 결제해서 SK 브로드밴드 TV에서 예능 프로랑 드라마를 보려고 했는데 결제가 안돼 결제가 결제가 안돼 결제 완료 확인 버튼까지 눌렀는데도 결제가 안돼요 세 번인가 했는데안돼 이런 게 지금 엄청 잦아요 카카오페이가 돈 버는 데만 열심히 하지 마시고 이런 오류 같은 거 제대로 좀 제대로 좀 처리하세요 이라계속뜸,"['결제', '브로드밴드', '예능', '프로', '드라마', '결제', '결제', '결제', '결제', '완료', '버튼', '결제', '번인', '열심', '오류', '제대로', '제대로', '처리']"
2023년 9월 22일,혜택 > 메일모으기 > 카톡 플친 맺기 or Instagram 팔로우 이벤트를 진행 할때 이벤트 참여 페이지에서 버튼이 안 눌립니다. 클릭을 해도 안 넘어가요.,1,2023년,혜택 메일모으기 카톡 플친 맺기 OR INSTAGRAM 팔로우 이벤트를 진행 할때 이벤트 참여 페이지에서 버튼이 안 눌립니다 클릭을 해도 안 넘어가요,"['혜택', '메일', '팔로우', '이벤트', '진행', '이벤트', '참여', '페이지', '버튼', '눌립니', '클릭']"
2023년 8월 27일,워치에서 사용하려고 다운받고 계좌텃다가 지웠습니다 네**페이좀 보고 배웠으면 좋겠네요 참..;; 워치 엘티이쓰면서 폰들고 다니지 않으려고 하는건데,1,2023년,워치에서 사용하려고 다운받고 계좌텃다가 지웠습니다 네 페이좀 보고 배웠으면 좋겠네요 참 워치 엘티이쓰면서 폰들고 다니지 않으려고 하는건데,"['다운', '계좌', '보고', '엘티이', '니지']"
2023년 9월 6일,일단 현재까지는 혜자앱인건 맞아요. 스탬프 적립조건이 최소 1천원부터던데 그건 하향 조정을 해주시면 좋겠네여,5,2023년,일단 현재까지는 혜자앱인건 맞아요 스탬프 적립조건이 최소 천원부터던데 그건 하향 조정을 해주시면 좋겠네여,"['일단', '현재', '혜자', '스탬프', '적립', '조건', '최소', '천원', '부터', '던데', '하향', '조정', '해주시']"
2023년 8월 26일,여러 이벤트가 쏠쏠하고 재밌어요. 알면 알 수록 혜자가 많아 매력이 있네요. 부자되시고 주가도 오르세요.,5,2023년,여러 이벤트가 쏠쏠하고 재밌어요 알면 알 수록 혜자가 많아 매력이 있네요 부자되시고 주가도 오르세요,"['여러', '이벤트', '쏠쏠', '수록', '혜자', '매력', '부자', '주가']"
2023년 9월 7일,필요한 모든것들이 간단하고 쉬워서 아주 유용하게 사용하고있어요 다른분들께 강추삽니다,5,2023년,필요한 모든것들이 간단하고 쉬워서 아주 유용하게 사용하고있어요 다른분들께 강추삽니다,"['필요', '모든', '간단', '아주', '유용', '강추']"
2023년 8월 16일,업데이트 후 부터 분명히 구독 취소한 상품을 지멋대로 결제하는 오류가 발생했습니다. 빠르게 조치해 주십시오.,3,2023년,업데이트 후 부터 분명히 구독 취소한 상품을 지멋대로 결제하는 오류가 발생했습니다 빠르게 조치해 주십시오,"['업데이트', '부터', '분명', '구독', '취소', '상품', '멋대로', '제하', '오류', '발생', '조치', '시오']"
2023년 10월 3일,많이 좋아졌는데 디자인은 그만 바꾸고 미국주식하려면 미국주식하는 사람들은 알겠지만 50일이평선 추가가 중요합니다. 50일 이평선 추가해주면 더 좋을것 같습니다,3,2023년,많이 좋아졌는데 디자인은 그만 바꾸고 미국주식하려면 미국주식하는 사람들은 알겠지만 일이평선 추가가 중요합니다 일 이평선 추가해주면 더 좋을것 같습니다,"['디자인', '미국', '주식', '려면', '미국', '주식', '사람', '이평', '중요', '이평']"
2023년 7월 21일,주식 초보자들이 사용하기 쉬운 앱이에요! 주주 토론방 아이디어도 몇 층 주주인지 보이는 게 꽤 재밌는 요소인 것 같아요. 페이로운 소식에 가면 재태크 정보들도 쉽게 구할 수 있어서 매일 열어서 보는 편입니다😀,5,2023년,주식 초보자들이 사용하기 쉬운 앱이에요 주주 토론방 아이디어도 몇 층 주주인지 보이는 게 꽤 재밌는 요소인 것 같아요 페이로운 소식에 가면 재태크 정보들도 쉽게 구할 수 있어서 매일 열어서 보는 편입니다,"['주식', '초보자', '주주', '토론', '아이디어', '주주', '인지', '보이', '요소', '소식', '가면', '재태크', '정보', '매일', '편입']"
2023년 7월 6일,페이증권에서 미국 본장만 열리면 연결상태가 좋지 않다며 정보를 볼 수가 없네요 + 업데이트 이후에는 증권으로 들어가면 로딩만 계속 되고 아무것도 못하네요.. ㅎㅎ 미국 증시 못봅니다 로딩 하루종일 걸려서 그냥 카카오 증권하실분들은 다른 증권사 알아보세요,1,2023년,페이증권에서 미국 본장만 열리면 연결상태가 좋지 않다며 정보를 볼 수가 없네요 업데이트 이후에는 증권으로 들어가면 로딩만 계속 되고 아무것도 못하네요 미국 증시 못봅니다 로딩 하루종일 걸려서 그냥 카카오 증권하실분들은 다른 증권사 알아보세요,"['증권', '미국', '장만', '연결상태', '정보', '수가', '업데이트', '이후', '증권', '로딩', '미국', '증시', '로딩', '하루', '종일', '증권', '증권사', '아보']"
2023년 9월 5일,네이버페이처럼 남은금액도 쓰고 신용카드도 동시에 사용할수있는 결제시스템이 마련되었으면 좋겠습니다.,4,2023년,네이버페이처럼 남은금액도 쓰고 신용카드도 동시에 사용할수있는 결제시스템이 마련되었으면 좋겠습니다,"['금액', '신용카드', '동시', '결제', '시스템', '마련']"
2023년 8월 6일,춘식이 스탬프 적립하려고 들어가도 접속이안됨ㅎㅎ 어이가없음. 그냥 주기싫으면 없애버리지 어차피 접속도 안되는 혜택은 왜만들어놓는지 이해가안갑니다,1,2023년,춘식이 스탬프 적립하려고 들어가도 접속이안됨 어이가없음 그냥 주기싫으면 없애버리지 어차피 접속도 안되는 혜택은 왜만들어놓는지 이해가안갑니다,"['식이', '스탬프', '립하', '접속', '이안', '어이', '주기', '없애버', '리지', '어차피', '접속', '혜택', '가안']"
2023년 7월 31일,"카톡 두개의 계정을 사용하며 선물하기를 이용하느라 카카오페이도 두계정 모두 이용 중이었으나, 최근 1인1계정 정책이 생기며 주계정(선물하기 카카오택시등)이 정지가 됐습니다. 세컨계정은 거의 이용하지도 않았는데 남게됐구요.. 탈퇴처리를 했음에도 메인계정은 1인1계정 정책으로 가입이 안된다며 팝업이 뜹니다. 택시도 선물하기도 이용할수가 없습니다...",1,2023년,카톡 두개의 계정을 사용하며 선물하기를 이용하느라 카카오페이도 두계정 모두 이용 중이었으나 최근 인 계정 정책이 생기며 주계정 선물하기 카카오택시등 이 정지가 됐습니다 세컨계정은 거의 이용하지도 않았는데 남게됐구요 탈퇴처리를 했음에도 메인계정은 인 계정 정책으로 가입이 안된다며 팝업이 뜹니다 택시도 선물하기도 이용할수가 없습니다,"['계정', '선물', '페이도', '두계', '모두', '중이', '었으', '최근', '계정', '정책', '생기며', '주계정', '선물', '택시', '정지', '세컨', '계정', '거의', '탈퇴', '처리', '메인', '계정', '계정', '정책', '가입', '팝업', '택시', '선물', '기도', '수가']"
2023년 6월 13일,"카드해지로 신용정보가 변경 되었다는 메시지가 왔는데, 보려고 하니 신용정보 동의 하라뇨? 동의 없이 정보는 계속 보고 있었다는거네요? 왜그래요? 토스에 동의되 있어서 확인은 했어요. 왜 거기서 정보 동의없이 알려주려고 했냐는거죠",1,2023년,카드해지로 신용정보가 변경 되었다는 메시지가 왔는데 보려고 하니 신용정보 동의 하라뇨 동의 없이 정보는 계속 보고 있었다는거네요 왜그래요 토스에 동의되 있어서 확인은 했어요 왜 거기서 정보 동의없이 알려주려고 했냐는거죠,"['카드', '해지', '신용정보', '변경', '메시지', '신용정보', '동의', '동의', '정보', '보고', '동의', '거기', '정보', '동의']"
2023년 9월 26일,카카오페이를 간편하고 편리하게 사용할수 있어서 매우 만족하고 추천합니다~!,5,2023년,카카오페이를 간편하고 편리하게 사용할수 있어서 매우 만족하고 추천합니다,"['간편', '리하', '매우', '만족', '추천']"
